"location","source","target"
"traveler:WAITED_FOREVER","I hope it was worth it.",""
"traveler:WAITED_FOREVER","Unbelievable. Go to hell.",""
"traveler:HURRY_UP","Hurry up.",""
"traveler:HURRY_UP","I am meeting bus soon.",""
"traveler:HURRY_UP","What is this?",""
"traveler:HURRY_UP","Finally.",""
"traveler:GLAD_YOU_HAVE_JOB","I heard about terrorist attack.",""
"traveler:GLAD_YOU_HAVE_JOB","You are lucky to have a job still.",""
"traveler:GLAD_YOU_HAVE_JOB","Be safe.",""
"traveler:TICKET_NOT_PERMIT","What? I do not know. To visit?",""
"traveler:TICKET_NOT_PERMIT","A few days maybe.",""
"traveler:TICKET_NOT_PERMIT","Entry permit? I have ticket here.",""
"traveler:TICKET_NOT_PERMIT","Let me through.",""
"traveler:TICKET_NOT_PERMIT","@Ticket is not enough any more.",""
"traveler:TICKET_NOT_PERMIT","@Get a permit.",""
"traveler:TICKET_NOT_PERMIT","Bullshit!",""
"traveler:TICKET_NOT_PERMIT","I paid good money for ticket.",""
"traveler:VISIT_SON","I am so happy that the border has opened.",""
"traveler:VISIT_SON","I will visit my son. I have not seen him in six years. [Speech/Purpose]",""
"traveler:VISIT_SON","6 months. [Speech/Duration]",""
"traveler:VISIT_SON","Please, let me pass. My son is waiting.",""
"traveler:VISIT_SON","Thank you.",""
"traveler:VISIT_SON","Curse you.",""
"traveler:DETAIN_FIRST","Hey wait.",""
"traveler:DETAIN_FIRST","Do not arrest me, please.",""
"traveler:DETAIN_FIRST","Just deny my passport and I will go away.",""
"traveler:HATE_COUNTRY","It is not my choice. I hate this damn country.",""
"traveler:HATE_COUNTRY","I am just passing through. [Speech/Purpose]",""
"traveler:HATE_COUNTRY","As little as possible. 2 days. [Speech/Duration]",""
"traveler:HATE_COUNTRY","Ugh.",""
"traveler:HATE_COUNTRY","Just as well.",""
"traveler:SEARCH_BRIBE_INTRO","Slow down my friend.",""
"traveler:SEARCH_BRIBE_INTRO","I have only harmless medicine.",""
"traveler:SEARCH_BRIBE_INTRO","I give you 10 credits to let me through.",""
"traveler:SEARCH_BRIBE_INTRO","Excellent.",""
"traveler:SEARCH_BRIBE_INTRO","As I promised.",""
"traveler:SEARCH_BRIBE_INTRO","Why you turn down good money?",""
"traveler:SEARCH_BRIBE_INTRO","@You are lucky to escape arrest.",""
"traveler:SEARCH_BRIBE_INTRO","@Do not come back.",""
"traveler:SEARCH_BRIBE_INTRO","@You cannot bribe an officer of Arstotzka.",""
"traveler:SEARCH_BRIBE_INTRO","They must pay well for such obedience, dog.",""
"traveler:TWO_PASSPORTS","Shit!",""
"traveler:TWO_PASSPORTS","I make small mistake.",""
"traveler:TWO_PASSPORTS","Please give documents back.",""
"traveler:TWO_PASSPORTS","@Why do you have two passports?",""
"traveler:TWO_PASSPORTS","Is funny story.",""
"traveler:TWO_PASSPORTS","I tell you everything.",""
"traveler:TWO_PASSPORTS","First, you give papers back to me.",""
"traveler:TWO_PASSPORTS","And the others?",""
"traveler:TWO_PASSPORTS","Last one please.",""
"traveler:IDSUPPLEMENT_COMPLAIN","This id supplement is total pain.",""
"traveler:IDSUPPLEMENT_COMPLAIN","Was not easy to get and only lasts few days.",""
"traveler:IDSUPPLEMENT_COMPLAIN","You Arstotzkans just make it harder and harder.",""
"traveler:IDSUPPLEMENT_COMPLAIN","Why even have open border?",""
"traveler:IDSUPPLEMENT_COMPLAIN","Bah.",""
"traveler:IDSUPPLEMENT_COMPLAIN","Would be better to spend money on bribe.",""
"traveler:IDSUPPLEMENT_COMPLAIN","Less trouble and faster.",""
"traveler:IDSUPPLEMENT_COMPLAIN","I knew it would not even work.",""
"traveler:CRIMINAL_FIRST","@Funny to see you here.",""
"traveler:CRIMINAL_FIRST","@Just when starting to look for criminals.",""
"traveler:CRIMINAL_FIRST","Criminals?",""
"traveler:CRIMINAL_FIRST","What are you saying?",""
"traveler:DENIAL_REASON_FIRST","Denied?",""
"traveler:DENIAL_REASON_FIRST","For what reason?",""
"traveler:DENIAL_REASON_FIRST","@It is clearly stamped there.",""
"traveler:DENIAL_REASON_FIRST","Oh.~",""
"traveler:DENIAL_REASON_FIRST","Screw you anyways.",""
"traveler:NO_IMPORIANS_FIRST","@Imporians are prohibited from entering.",""
"traveler:NO_IMPORIANS_DAY","@Imporians are prohibited from entering.",""
"traveler:NO_UNITEDFED_FIRST","@Do not bring your sickness to Arstotzka.",""
"traveler:NO_UNITEDFED_FIRST","What?",""
"traveler:NO_UNITEDFED_FIRST","I am perfectly healthy.",""
"traveler:NO_UNITEDFED_FIRST","It is so easy to deny entry.",""
"traveler:NO_UNITEDFED_FIRST","All this paperwork is wasted.",""
"traveler:NO_UNITEDFED","@Do not bring your sickness to Arstotzka.",""
"traveler:NO_UNITEDFED","What?",""
"traveler:NO_UNITEDFED","I am perfectly healthy.",""
"traveler:NO_UNITEDFED","It is so easy to deny entry.",""
"traveler:NO_UNITEDFED","All this paperwork is wasted.",""
"traveler:CONFISCATION_DISTRICT_FIRST","Thank you. It is good to be back home.",""
"traveler:CONFISCATION_DISTRICT_FIRST","I am leaving for trip soon so I just need my passport back.",""
"traveler:CONFISCATION_DISTRICT_FIRST","@It is being confiscated.",""
"traveler:CONFISCATION_DISTRICT_FIRST","What do you mean?",""
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip for recovery.",""
"traveler:CONFISCATION_DISTRICT_FIRST","You can just hand it back.",""
"traveler:CONFISCATION_DISTRICT_FIRST","@It has been filed. I cannot give it back.",""
"traveler:CONFISCATION_DISTRICT_FIRST","I am not leaving without passport.",""
"traveler:CONFISCATION_DISTRICT_FIRST","Where is my passport?",""
"traveler:CONFISCATION_DISTRICT_FIRST","You deny entry and take passport?",""
"traveler:CONFISCATION_DISTRICT_FIRST","What am I supposed to do?",""
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip.",""
"traveler:CONFISCATION_DISTRICT_FIRST","You cannot do this to me!",""
"traveler:CONFISCATION_DISTRICT_FIRST","I am Arstotzkan citizen.",""
"traveler:CONFISCATION_DISTRICT_FIRST","I have right to travel freely.",""
"traveler:WHISTLEBLOWER","Thank you.",""
"traveler:WHISTLEBLOWER","I hope that things are better here.",""
"traveler:WHISTLEBLOWER","What? I was promised asylum here.",""
"traveler:WHISTLEBLOWER","I have nowhere else to go.",""
"traveler:WHISTLEBLOWER","@This is not my problem.",""
"traveler:ACCESSPERMIT_FIRST","You Arstotzkans keep changing rules here.",""
"traveler:ACCESSPERMIT_FIRST","My sister came through last week with different documents.",""
"traveler:ACCESSPERMIT_FIRST","Now I need new access permit.",""
"traveler:ACCESSPERMIT_FIRST","Costs twice as much as before.",""
"traveler:ACCESSPERMIT_WRONG","What the hell is access permit?",""
"traveler:ACCESSPERMIT_WRONG","Do you mean entry permit?",""
"traveler:ACCESSPERMIT_WRONG","I have it there.",""
"traveler:ACCESSPERMIT_WRONG","@I mean access permit.",""
"traveler:ACCESSPERMIT_WRONG","Never heard of it. Sounds stupid.",""
"traveler:ACCESSPERMIT_WRONG","@Entry permit and supplement are no longer accepted.",""
"traveler:ACCESSPERMIT_WRONG","@Access permit replaces them.",""
"traveler:ACCESSPERMIT_WRONG","@Makes my job easier.",""
"traveler:ACCESSPERMIT_WRONG","I do not care about your job.",""
"traveler:ACCESSPERMIT_WRONG","Damnit.",""
"traveler:STRICT_BORDER","I've heard this is very strict checkpoint.",""
"traveler:STRICT_BORDER","I am glad my papers are in order.",""
"traveler:DESPERATE_BEFORECLOSE","I have heard the border will close.",""
"traveler:DESPERATE_BEFORECLOSE","My access permit will not arrive in time.",""
"traveler:DESPERATE_BEFORECLOSE","Please have mercy.",""
"traveler:DESPERATE_BEFORECLOSE","Yes I know. I just told you that.",""
"traveler:DESPERATE_BEFORECLOSE","I am afraid the border will close before I can enter.",""
"traveler:WALLCOMMENT_PLAQUEONE","What is this plaque on the wall?",""
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for presence?",""
"traveler:WALLCOMMENT_PLAQUEONE","Way to go.",""
"traveler:WALLCOMMENT_PLAQUEONE","What is this on the wall?",""
"traveler:WALLCOMMENT_PLAQUEONE","Recognized for sufficience?",""
"traveler:WALLCOMMENT_PLAQUEONE","Impressive. Why even bother with plaque?",""
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for excellence?",""
"traveler:WALLCOMMENT_PLAQUEONE","I hope they give you raise and not just plaque.",""
"traveler:WALLCOMMENT_PLAQUEONE","Find a better plaque.",""
"traveler:WALLCOMMENT_PLAQUEONE","This one looks like cheap shit.",""
"traveler:WALLCOMMENT_PLAQUEONE","Figures.",""
"traveler:WALLCOMMENT_PLAQUEONE","You are like this plaque.",""
"traveler:WALLCOMMENT_PLAQUEONE","Cheap shit.",""
"traveler:WALLCOMMENT_PLAQUEONE","What the hell?",""
"traveler:WALLCOMMENT_ARSKICKER","Nice banner!",""
"traveler:WALLCOMMENT_ARSKICKER","I remember that game.",""
"traveler:WALLCOMMENT_ARSKICKER","Intense.",""
"traveler:WALLCOMMENT_ARSKICKER","Go Arskickers!",""
"traveler:WALLCOMMENT_ARSKICKER","What the hell?",""
"traveler:WALLCOMMENT_ARSKICKER","I thought we have Arskickers connection.",""
"traveler:WALLCOMMENT_SONDRAWING","What is this drawing on the wall?",""
"traveler:WALLCOMMENT_SONDRAWING","My dog can do better.",""
"traveler:WALLCOMMENT_SONDRAWING","@It is from my son.",""
"traveler:WALLCOMMENT_SONDRAWING","Oh.~",""
"traveler:WALLCOMMENT_SONDRAWING","Maybe he should try sports.",""
"traveler:WALLCOMMENT_SONDRAWING","Thanks.",""
"traveler:WALLCOMMENT_SONDRAWING","The drawing is not so bad really.",""
"traveler:WALLCOMMENT_SONDRAWING","I was just in rough mood. Sorry.",""
"traveler:WALLCOMMENT_SONDRAWING","Huh?",""
"traveler:WALLCOMMENT_SONDRAWING","You deny me for comment about drawing, right?",""
"traveler:WALLCOMMENT_SONDRAWING","@The exit is to your right.",""
"traveler:WALLCOMMENT_SONDRAWING","What are you doing?",""
"traveler:WALLCOMMENT_SONDRAWING","Is this because I make fun of drawing?",""
"traveler:WALLCOMMENT_SONDRAWING","I take it back!",""
"traveler:WALLCOMMENT_SONDRAWING","Picture should be in museum!",""
"traveler:WALLCOMMENT_FAMILYPHOTO","I like picture on wall here.",""
"traveler:WALLCOMMENT_FAMILYPHOTO","Reminds me of how my family was.",""
"traveler:WALLCOMMENT_FAMILYPHOTO","Thank you.",""
"traveler:WALLCOMMENT_FAMILYPHOTO","Take care of your family.",""
"traveler:WALLCOMMENT_FAMILYPHOTO","It is too easy to lose them.",""
"speech:ask-purpose","What is the purpose of your trip?",""
"speech:state-purpose","Visiting.",""
"speech:state-purpose","Just visiting.",""
"speech:state-purpose","I am visiting relatives.",""
"speech:state-purpose","Visiting friends.",""
"speech:state-purpose","I come for visit.",""
"speech:state-purpose","Only to visit.",""
"speech:state-purpose","I will visit friends.",""
"speech:state-purpose","Transit.",""
"speech:state-purpose","I pass through.",""
"speech:state-purpose","Transit through the country.",""
"speech:state-purpose","I am transiting to elsewhere.",""
"speech:state-purpose","Transit through Arstotzka.",""
"speech:state-purpose","Passing through.",""
"speech:state-purpose","I am in transit.",""
"speech:state-purpose","Work.",""
"speech:state-purpose","I come to work.",""
"speech:state-purpose","I have job here.",""
"speech:state-purpose","I plan to work.",""
"speech:state-purpose","Immigrating.",""
"speech:state-purpose","I am immigrating to Arstotzka.",""
"speech:state-purpose","I will move here.",""
"speech:state-purpose","I am coming to live with my husband.",""
"speech:state-purpose","I am coming to live with my wife.",""
"speech:state-purpose","I am diplomatic envoy.",""
"speech:state-purpose","I was called to diplomatic discussions.",""
"speech:state-purpose","My presence was requested.",""
"speech:state-purpose","I am seeking asylum.",""
"speech:state-purpose","I come for political asylum.",""
"speech:state-purpose","Asylum.",""
"speech:ask-wrong-purpose","This entry permit is for work.",""
"speech:ask-wrong-purpose","You are authorized for transit only.",""
"speech:ask-wrong-purpose","You have only a visitors entry permit.",""
"speech:ask-wrong-purpose","This entry permit is for immigrating.",""
"speech:ask-wrong-purpose","Your entry purpose does not match up.",""
"speech:ask-wrong-purpose","This entry permit purpose does not match.",""
"speech:mistake-prefix","Right.",""
"speech:mistake-prefix","I make mistake.",""
"speech:mistake-prefix","Yes, of course.",""
"speech:mistake-prefix","Apologies.",""
"speech:wrong-purpose","$mistake-prefix I am just visiting.",""
"speech:wrong-purpose","$mistake-prefix I just pass through.",""
"speech:wrong-purpose","$mistake-prefix I have come to work.",""
"speech:wrong-purpose","$mistake-prefix I move here permanently.",""
"speech:ask-duration","Duration of stay?",""
"speech:random-stay","I stay",""
"speech:random-stay","I remain for",""
"speech:random-stay","It will be",""
"speech:state-duration","$random-stay forever.",""
"speech:state-duration","$random-stay until I die.",""
"speech:state-duration","I don't plan to leave.",""
"speech:state-duration","$random-stay just 2 days.",""
"speech:state-duration","$random-stay couple days.",""
"speech:state-duration","$random-stay just 14 days.",""
"speech:state-duration","$random-stay couple weeks.",""
"speech:state-duration","$random-stay only two weeks.",""
"speech:state-duration","$random-stay 30 days.",""
"speech:state-duration","$random-stay a few weeks.",""
"speech:state-duration","$random-stay one month.",""
"speech:state-duration","$random-stay 60 days.",""
"speech:state-duration","$random-stay 8 weeks.",""
"speech:state-duration","$random-stay couple months.",""
"speech:state-duration","$random-stay two months.",""
"speech:state-duration","$random-stay 90 days.",""
"speech:state-duration","$random-stay 12 weeks.",""
"speech:state-duration","$random-stay three months.",""
"speech:state-duration","$random-stay a few months.",""
"speech:state-duration","$random-stay six months.",""
"speech:state-duration","$random-stay half a year.",""
"speech:state-duration","$random-stay one year.",""
"speech:state-duration","$random-stay full year.",""
"speech:state-duration","$random-stay a year.",""
"speech:ask-wrong-duration","The length of your stay is different.",""
"speech:wrong-duration","$mistake-prefix $state-duration",""
"speech:ask-forgery-missing","This document is missing its seal.",""
"speech:ask-forgery-missing","There is no seal here.",""
"speech:ask-forgery-missing","I do not see the required seal here.",""
"speech:ask-forgery-wrong","This document is forged.",""
"speech:ask-forgery-wrong","This is a forgery.",""
"speech:ask-forgery-idcard","This card contains false information.",""
"speech:ask-forgery-diplo","This seal is forged.",""
"speech:ask-forgery-diplo","This seal is not correct.",""
"speech:ask-forgery-asylumgrant","This seal is forged.",""
"speech:ask-forgery-asylumgrant","This grant is not sealed properly.",""
"speech:ask-wrong-birthdate","These dates do not match.",""
"speech:forgery","I have no idea what you are talking about.",""
"speech:forgery","I do not know anything about that.",""
"speech:forgery","I do not understand.",""
"speech:ask-expired-paper","This document has expired.",""
"speech:ask-expired-paper","You cannot enter using an expired document.",""
"speech:expired-permit","I could not come until now.",""
"speech:expired-permit","I was busy.",""
"speech:expired-passport","What? That is mistake. I just renewed it.",""
"speech:expired-passport","That must be a typographical error.",""
"speech:expired-asylumgrant","There was nothing I could do.",""
"speech:expired-asylumgrant","My travel was difficult.",""
"speech:expired-asylumgrant","Please, have mercy.",""
"speech:ask-missing-passport","Where is passport?",""
"speech:ask-missing-passport","A passport is required.",""
"speech:missing-passport","They took away my passport.",""
"speech:missing-passport","What is passport?",""
"speech:ask-missing-entrypermit","Where is the entry permit?",""
"speech:ask-missing-entrypermit","You have no entry permit.",""
"speech:ask-missing-entrypermit","The entry permit is missing.",""
"speech:missing-permit","I was not able to get one.",""
"speech:missing-permit","What is that?",""
"speech:missing-permit","Do I need one?",""
"speech:missing-permit","Is required?",""
"speech:missing-permit","I lost it.",""
"speech:missing-permit","I did not know it was required.",""
"speech:ask-missing-workpermit","Where is the work pass?",""
"speech:ask-missing-workpermit","You have no work pass.",""
"speech:ask-missing-workpermit","The work pass is missing.",""
"speech:missing-workpermit","I will get one after I enter.",""
"speech:ask-missing-idcard","Where is your id card?",""
"speech:ask-missing-idcard","I need your id card.",""
"speech:missing-idcard","I never got one.",""
"speech:missing-idcard","I left before they were issued.",""
"speech:missing-idcard","I lost it.",""
"speech:ask-missing-idsupplement","You must carry an id supplement.",""
"speech:ask-missing-idsupplement","Where is your id supplement?",""
"speech:missing-idsupplement","I never got one.",""
"speech:missing-idsupplement","What is a supplement?",""
"speech:missing-idsupplement","This was not provided to me.",""
"speech:ask-missing-asylumgrant","You have no grant for asylum.",""
"speech:ask-missing-asylumgrant","Where is your asylum grant?",""
"speech:missing-asylumgrant","I could not secure one in time.",""
"speech:missing-asylumgrant","I have none.",""
"speech:missing-asylumgrant","What is that?",""
"speech:ask-missing-accesspermit","Where is the access permit?",""
"speech:ask-missing-accesspermit","You have no access permit.",""
"speech:ask-missing-accesspermit","The access permit is missing.",""
"speech:ask-wrong-name","These names do not match.",""
"speech:wrong-name","I have two different names.",""
"speech:wrong-name","I have multiple names.",""
"speech:wrong-name","My name was changed recently.",""
"speech:ask-wrong-workend","You are not authorized to work this long.",""
"speech:ask-wrong-workend","This work pass expires before your visit.",""
"speech:wrong-workend","I will renew the pass soon.",""
"speech:wrong-workend","I am planning to renew it.",""
"speech:wrong-workend","My entry permit is longer than I need.",""
"speech:ask-wrong-idnumber","These numbers do not match.",""
"speech:ask-wrong-idnumber","There is a discrepancy here.",""
"speech:ask-wrong-idnumber","There are two different numbers here.",""
"speech:wrong-idnumber","It must be a mistake. The document is valid.",""
"speech:wrong-idnumber","Check again.",""
"speech:ask-wrong-face","This does not look like you.",""
"speech:ask-wrong-face","Your picture. It is different.",""
"speech:ask-wrong-face","Your appearance has changed.",""
"speech:wrong-face","It is an old picture.",""
"speech:wrong-face","I had surgery.",""
"speech:wrong-face","The years have been cruel.",""
"speech:wrong-face","I do not know what to say. It is me.",""
"speech:ask-wrong-issuingcity","This issuing city is incorrect.",""
"speech:ask-wrong-issuingcity","Your passport has false information.",""
"speech:ask-wrong-gender","You are a man?",""
"speech:ask-wrong-gender","It says here that you are male.",""
"speech:ask-wrong-gender","You are a woman?",""
"speech:ask-wrong-gender","Your passport says you are female.",""
"speech:ask-wrong-gender","Are you a woman or a man?",""
"speech:ask-wrong-gender","You are male or female?",""
"speech:wrong-gender","The passport is correct.",""
"speech:wrong-gender","Why do you ask?",""
"speech:wrong-gender","As the document says.",""
"speech:wrong-gender","What is this question?",""
"speech:ask-wrong-gender-busted","There is a problem with your documentation.",""
"speech:ask-approved","Glory to Arstotzka.",""
"speech:ask-approved","Cause no trouble.",""
"speech:ask-nativesonly","Try again.",""
"speech:ask-nativesonly","Arstotzkans only.",""
"speech:ask-wrong-nation","No entry from Obristan.",""
"speech:ask-wrong-nation","No entry from Kolechia.",""
"speech:ask-wrong-nation","No entry from United Federation.",""
"speech:ask-wrong-nation","No entry from Antegria.",""
"speech:ask-wrong-nation","No entry from Republia.",""
"speech:ask-wrong-nation","No entry from Arstotzka.",""
"speech:ask-wrong-nation","No entry from Impor.",""
"speech:ask-search","Face the scanner.",""
"speech:ask-search","Turn towards the scanner.",""
"speech:ask-detain","Wait here.",""
"speech:ask-detain","One moment please.",""
"speech:detain","What are you doing?",""
"speech:detain","What is happening?",""
"speech:detain","What is this?",""
"speech:detain","You cannot do this!",""
"speech:detain","What will happen to me?",""
"speech:detain","Who do you think you are?",""
"speech:detain","You have no authority for this!",""
"speech:detain","You are a fool!",""
"speech:ask-search-enabled","You have been selected for a random search.",""
"speech:ask-wrong-entryticket-date","This ticket is for another day.",""
"speech:ask-wrong-entryticket-date","You cannot enter today.",""
"speech:ask-wrong-entryticket-date","The date on this ticket is wrong.",""
"speech:wrong-entryticket-date","It is my mistake.",""
"speech:wrong-entryticket-date","Oh?",""
"speech:ask-missing-entryticket","You cannot enter without a ticket.",""
"speech:ask-missing-entryticket","Foreigners must present an entry ticket.",""
"speech:ask-missing-entryticket","Where is your entry ticket?",""
"speech:missing-entryticket","I do not know what that is.",""
"speech:missing-entryticket","I have none.",""
"speech:missing-entryticket","It was lost.",""
"speech:ask-wrong-identity","I cannot verify your identity.",""
"speech:ask-wrong-identity","Your identity does not match.",""
"speech:ask-wrong-alias","There is no record of this name.",""
"speech:ask-wrong-alias","I cannot verify your alias.",""
"speech:ask-wrong-fingerprints","Your fingerprints do not match our records.",""
"speech:ask-wrong-fingerprints","I cannot verify your fingerprints.",""
"speech:ask-contraband","There is zero tolerance for contraband.",""
"speech:ask-contraband","You have made a mistake coming here.",""
"speech:contraband","You can see that?",""
"speech:contraband","What?",""
"speech:contraband","I know nothing.",""
"speech:contraband","Is it so obvious?",""
"speech:ask-wrong-information","This information does not look correct.",""
"speech:ask-wrong-information","This is incorrect.",""
"speech:ask-wrong-height","Your height is different.",""
"speech:wrong-height","Perhaps my shoes are different.",""
"speech:wrong-height","It is a natural difference.",""
"speech:ask-wrong-weight","Your weight is different.",""
"speech:wrong-weight","I am wearing different clothes.",""
"speech:wrong-weight","My weight has changed naturally.",""
"speech:ask-criminal","You have interesting face.",""
"speech:ask-criminal","Maybe you should not have come.",""
"speech:ask-criminal","We have some questions for you.",""
"speech:criminal","I have nothing to say.",""
"speech:criminal","Let me through or you will regret it.",""
"speech:criminal","I do not like your tone.",""
"speech:ask-wrong-description","This does not sound like you.",""
"speech:ask-wrong-description","You do not match this description.",""
"speech:wrong-description","I have changed.",""
"speech:wrong-description","How can you say for sure?",""
"speech:wrong-description","Is that good or bad?",""
"speech:hidden-paper","Here it is.",""
"speech:hidden-paper","Sorry. I have it here.",""
"speech:hidden-paper","I have it here.",""
"speech:hidden-paper","Here.",""
"speech:ask-wrong-thumbprint","Your thumb print does not match.",""
"speech:ask-wrong-thumbprint","This print does not match.",""
"speech:ask-wrong-diploaccess","Your diplomatic authorization does not cover Arstotzka.",""
"speech:ask-wrong-diploaccess","You have no diplomatic rights here.",""
"speech:ask-wrong-diploaccess","This authorization does not include Arstotzka.",""
"speech:wrong-diploaccess","Nonsense.",""
"speech:wrong-diploaccess","Check with your superiors.",""
"speech:wrong-diploaccess","I have full authorization.",""
"speech:ask-missing-vaccinecert","Where is the vaccine certification?",""
"speech:ask-missing-vaccinecert","Where is your proof of vaccination?",""
"speech:ask-missing-vaccinecert","All entrants must be vaccinated.",""
"speech:missing-vaccinecert","I do not believe in vaccines.",""
"speech:missing-vaccinecert","I could not afford certification.",""
"speech:ask-vaccine-expired","This vaccine has expired.",""
"speech:ask-vaccine-expired","This vaccine is no longer active.",""
"speech:ask-vaccine-wrongdrugs","You are missing the required vaccination.",""
"speech:ask-vaccine-wrongdrugs","This vaccine certificate is insufficient.",""
"speech:trade-fingerprints","Here.",""
"speech:trade-fingerprints","Is this ok?",""
"speech:trade-fingerprints","Here are my fingerprints.",""
"speech:trade-fingerprints","Now I have ink everywhere.",""
"speech:default","Please let me through.",""
"speech:default","What are you talking about?",""
"speech:default","I know nothing about this.",""
"speech:default","I do not know what to say.",""
"speech:default","Oh?",""
"face:M00","Short Hair",""
"face:M00","Good Vision",""
"face:M00","Balding",""
"face:M00","Glasses",""
"face:M00","Large Mustache",""
"face:M01","Bald",""
"face:M01","Large Curly Locks",""
"face:M01","Glasses",""
"face:M02","Cropped Hair",""
"face:M02","Glasses",""
"face:M02","Overweight",""
"face:M02","No Glasses",""
"face:M03","Dark Hair",""
"face:M03","Mustache",""
"face:M03","Light Hair",""
"face:M03","Glasses",""
"face:M10","Beard",""
"face:M10","Mustache",""
"face:M10","Shaved Head",""
"face:M10","Glasses",""
"face:M11","Goatee",""
"face:M11","Perfect Vision",""
"face:M11","Mohawk",""
"face:M11","Glasses",""
"face:M12","Short Cropped Hair",""
"face:M12","Long Wavy Hair",""
"face:M12","Glasses",""
"face:M13","Balding",""
"face:M13","Huge Afro",""
"face:M13","Thick Glasses",""
"face:M20","Balding",""
"face:M20","Curly Hair",""
"face:M20","Glasses",""
"face:M21","Short Straight Hair",""
"face:M21","Bald",""
"face:M21","Glasses",""
"face:M22","Short Light Hair",""
"face:M22","Dark Hair",""
"face:M22","Glasses",""
"face:M23","Widow's Peak",""
"face:M23","Mustache",""
"face:M23","Shaved Head",""
"face:M23","Glasses",""
"face:M23","Clean Shaven",""
"face:M30","Tall Forehead",""
"face:M30","Totally Bald",""
"face:M30","Glasses",""
"face:M31","Killer Sideburns",""
"face:M31","Light Hair",""
"face:M31","Glasses",""
"face:M32","Bobbed Hair",""
"face:M32","Long Curly Hair",""
"face:M32","Glasses",""
"face:M32","Large Mustache",""
"face:M33","Short Curly Hair",""
"face:M33","Mustache",""
"face:M33","Balding",""
"face:M33","Glasses",""
"face:M33","No Mustache",""
"face:M40","Bald",""
"face:M40","Long Hair",""
"face:M40","Glasses",""
"face:M41","Mohawk",""
"face:M41","Large Sideburns",""
"face:M41","Glasses",""
"face:M42","Short Curly Hair",""
"face:M42","Flat-top Hair",""
"face:M42","Glasses",""
"face:M42","Pencil Mustache",""
"face:M43","Unkempt Curly Hair",""
"face:M43","Mustache",""
"face:M43","Long Straight Hair",""
"face:M43","Glasses",""
"face:F00","Wavy Hair",""
"face:F00","Short Hair",""
"face:F00","Glasses",""
"face:F01","Small Head",""
"face:F01","Glasses",""
"face:F01","Afro",""
"face:F01","Perfect Vision",""
"face:F02","Overweight",""
"face:F02","Slim Figure",""
"face:F02","Glasses",""
"face:F03","Bobbed Hair",""
"face:F03","Long Hair",""
"face:F03","Glasses",""
"face:F10","Straight Hair",""
"face:F10","Long Curly Hair",""
"face:F10","Glasses",""
"face:F11","Bobbed Hair",""
"face:F11","Afro",""
"face:F11","Glasses",""
"face:F12","Short Hair",""
"face:F12","Huge Afro",""
"face:F12","Thick Glasses",""
"face:F13","Very Short Hair",""
"face:F13","Long Straight Hair",""
"face:F13","Glasses",""
"face:F20","Short Hair",""
"face:F20","Long Curly Hair",""
"face:F20","Glasses",""
"face:F21","Overweight",""
"face:F21","Slim Figure",""
"face:F21","Glasses",""
"face:F22","Bobbed Hair",""
"face:F22","Shaved Head",""
"face:F22","Glasses",""
"face:F23","Short Curly Hair",""
"face:F23","Long Straight Hair",""
"face:F23","Glasses",""
"face:F30","Curly Bobbed Hair",""
"face:F30","Shaved Head",""
"face:F30","Thick Glasses",""
"face:F31","Short Wavy Hair",""
"face:F31","Glasses",""
"face:F31","Long Hair",""
"face:F31","Good Vision",""
"face:F32","Bobbed Hair",""
"face:F32","Light Curly Hair",""
"face:F32","Glasses",""
"face:F33","Long Hair",""
"face:F33","Shaved Head",""
"face:F33","Glasses",""
"face:F40","Straight Hair",""
"face:F40","Curly Hair",""
"face:F40","Glasses",""
"face:F41","Bobbed Hair",""
"face:F41","Round Face",""
"face:F41","Glasses",""
"face:F42","Dark Hair",""
"face:F42","Long Straight Hair",""
"face:F42","Glasses",""
"face:F43","Long Hair",""
"face:F43","Shaved Head",""
"face:F43","No Glasses",""
